# Magnetization density of HAF chain with L = 4 and T = 0.1
0.0 0
0.1 2.66745e-05
0.2 8.23052e-05
0.3 0.000227208
0.4 0.000617976
0.5 0.00167321
0.6 0.00449673
0.7 0.011857
0.8 0.0298023
0.9 0.0672395
1.0 0.125011
1.1 0.182795
1.2 0.220283
1.3 0.238371
1.4 0.246122
1.5 0.25
1.6 0.253878
1.7 0.261628
1.8 0.279716
1.9 0.317202
2.0 0.374986
2.1 0.432758
2.2 0.470197
2.3 0.488142
2.4 0.495503
2.5 0.498327
2.6 0.499382
2.7 0.499772
2.8 0.499916
2.9 0.499969
3.0 0.499989
